apvExpLabId,apvCodApli,apvCodEmpresa,apvCodCargo
2274,231196,9948,1945
11358,233743,9950,4906
9769,231259,9953,4913
9925,232035,9954,4922
9927,231140,9955,4924
9928,232068,9958,4925
9929,231970,9960,3816
10534,232790,9971,4928
9578,231975,9972,4930
2083,238224,9975,4677
9786,231537,9982,4936
10177,231157,9983,4938
6818,241913,9988,4939
10180,232092,9990,4920
10182,232000,9996,484
11986,243443,9997,4956
9854,231218,9999,4966
9955,232081,10002,4967
6760,241844,10007,4969
9585,232110,10008,4970
9951,232223,10013,4971
9696,232169,10014,4974
9797,232173,10022,4005
10190,232177,10024,4910
9699,232179,10028,4987
9592,232180,10029,4992
9643,232181,10030,4993
1927,237943,10031,4999
9644,232182,10032,5011
10193,232158,10043,5012
9943,232126,10048,5014
10196,232119,10049,5015
9944,232193,10050,5018
9593,232195,10056,5019
9801,232196,10059,5026
10198,232197,10060,2400
9594,232084,10063,5028
9947,231913,10064,5035
9597,231671,10065,4986
9704,232162,10068,5042
9599,232205,10069,5043
9651,232206,10073,5044
10340,234996,10074,4225
10645,233123,10077,3445
1945,238017,10078,
10203,232224,10079,
9706,232232,10084,
10120,232246,10085,
1465,236406,10097,
9710,232241,10099,
10066,232252,10101,
10067,232254,10109,
10068,232255,10116,
10280,232259,10135,
10069,232260,10139,
10283,232269,10141,
10284,232078,10142,
10285,232282,10143,
9714,232285,10147,
9715,232287,10148,
10333,232262,10149,
4171,239691,10156,
9719,232213,10163,
11240,233362,10165,
9815,232296,10166,
1747,236630,10167,
5440,240594,10173,
9726,232315,10176,
4783,239925,10177,
9727,232316,10185,
9729,232325,10189,
10384,231527,10192,
9731,232305,10193,
10438,232335,10205,
10079,232270,10209,
6797,241563,10213,
9822,232330,10214,
9736,232350,10216,
10081,232365,10223,
10391,232339,10224,
10082,232341,10227,
9823,232375,10234,
9959,235249,10237,
9827,232377,10239,
875,234946,10240,
10443,232387,10242,
10250,231854,10248,
10090,232367,10252,
10396,232361,10253,
10609,232405,10256,
10770,232680,10257,
10729,232415,10259,
10496,232425,10261,
10524,232629,10264,
10549,232426,10265,
10740,232394,10267,
10299,232630,10273,
10404,232430,10282,
5405,240282,10285,
10553,232439,10287,
10505,231676,10289,
10266,232132,10293,
1359,236311,10294,
1573,236136,10299,
10409,232449,10300,
10268,232482,10305,
10509,232481,10306,
10782,232492,10308,
10102,232494,10309,
9845,232488,10311,
10413,232512,10318,
1744,237102,10319,
4761,239883,10320,
10107,232448,10325,
10414,232500,10326,
10746,231725,10330,
10108,232504,10332,
7425,242338,10334,
10749,232499,10336,
9848,232517,10345,
10755,232536,10356,
5603,240702,10357,
10110,232108,10363,
10418,232559,10365,
10419,232562,10366,
10756,232535,10372,
10592,233437,10377,
10275,232552,10381,
11507,235134,10382,
3443,238934,10386,
10113,232572,10387,
10519,232338,10389,
11132,235130,10395,
10427,232597,10397,
10520,232600,10398,
10428,232601,10403,
11985,243442,10404,
10762,232620,10405,
10620,232632,10407,
10622,232628,10415,
11817,243259,10418,
7193,241952,10425,
2365,238421,10427,
10773,232685,10429,
10687,232579,10436,
10305,232403,10437,
10627,232669,10442,
10812,232693,10445,
9881,235813,10446,
3547,239112,10447,
10628,232705,10449,
10839,232724,10450,
10845,232725,10455,
10840,232728,10456,
10308,232711,10457,
12751,244004,10459,
10956,232750,10460,
10961,232759,10461,
10957,232758,10463,
2699,238791,10468,
1364,234252,10472,
6949,233949,10473,
10546,233028,10476,
11624,239581,10481,
10960,232810,10483,
10967,232767,10484,
10968,232814,10485,
4947,232840,10489,
4948,232852,10492,
4949,232848,10497,
10143,232873,10498,
10316,232851,10504,
10448,232860,10507,
4952,232885,10508,
10317,232900,10509,
4955,232879,10511,
10536,232875,10512,
10630,232883,10513,
10814,232961,10520,
10632,232964,10523,
10150,232763,10525,
10454,232977,10528,
10151,232942,10533,
4961,232972,10540,
4964,232843,10541,
10637,233001,10557,
10164,232780,10558,
10458,233048,10560,
10819,233074,10564,
3281,233802,10568,
10459,232686,10572,
10859,233086,10579,
1559,235833,10580,
10862,233135,10585,
6108,240079,10587,
6753,241837,10600,
6775,241879,10603,
10646,233122,10604,
10977,233486,10605,
10822,233159,10608,
10648,233161,10614,
10868,233179,10615,
4982,233194,10618,
4198,239761,10636,
7375,242253,10643,
874,233658,10645,
4984,233169,10648,
4985,233168,10652,
10829,233216,10654,
10650,233226,10664,
10872,233234,10672,
10873,233190,10673,
1367,236413,10676,
10651,233263,10680,
10876,233296,10681,
10479,233289,10686,
4997,233284,10687,
10561,233090,10689,
1756,237070,10691,
10566,233271,10694,
10567,233294,10695,
10568,233317,10701,
10569,233318,10703,
10657,233329,10705,
10573,233314,10711,
10575,233340,10712,
10662,233341,10714,
10664,233093,10715,
10883,232734,10716,
11241,233333,10717,
831,234550,10721,
10586,233348,10723,
10665,233325,10725,
11020,233426,10731,
10485,233458,10732,
10588,233429,10735,
10971,233444,10736,
10972,233472,10740,
10973,233445,10742,
10488,233398,10744,
10975,233492,10747,
10489,233495,10748,
10691,233513,10749,
10694,233533,10751,
3829,233872,10752,
10696,233534,10753,
10697,233535,10757,
10888,233385,10760,
11248,233569,10761,
11249,233589,10765,
11185,233603,10771,
10893,233583,10776,
11251,233588,10778,
1503,235794,10780,
5823,235948,10783,
11191,233633,10785,
11253,233622,10786,
11192,233651,10787,
10899,233653,10788,
10703,233644,10791,
10905,233709,10792,
11258,233664,10793,
10984,233712,10795,
10705,233701,10796,
11363,233732,10799,
10911,233769,10800,
10710,233774,10803,
10913,233797,10804,
11368,233817,10805,
10713,233788,10808,
10989,233806,10816,
11264,233830,10821,
1360,236332,10823,
10991,233832,10825,
10916,233579,10828,
10917,233845,10832,
11064,233878,10836,
11065,233879,10838,
1736,231149,10844,
10716,233849,10846,
11092,233889,10847,
11097,233935,10853,
10718,233937,10854,
10919,233893,10855,
11073,234020,10858,
11099,233984,10859,
11082,233924,10860,
11083,234046,10861,
11101,233972,10865,
10999,234071,10868,
10922,234074,10871,
11000,234077,10875,
11103,233575,10884,
10923,234087,10886,
11087,234042,10887,
11089,234061,10888,
11004,234145,10898,
10725,234174,10899,
11078,234178,10901,
11006,234208,10903,
11422,234216,10908,
11425,234235,10910,
11435,234184,10911,
10381,236922,10912,
10929,234212,10913,
11008,234238,10914,
11009,234228,10915,
12887,244086,10917,
1870,236634,10920,
11208,234141,10922,
11517,236478,10923,
12691,236210,10929,
11109,234292,10933,
7750,242416,10934,
11267,234287,10935,
11016,234311,10939,
11438,234323,10943,
11440,234352,10944,
11116,234356,10945,
11272,234314,10946,
11114,234363,10948,
7120,234904,10949,
11118,234336,10950,
11214,234401,10951,
7858,242566,10953,
3367,238904,10954,
1283,234446,10958,
11145,234443,10959,
11285,234523,10961,
11286,234525,10962,
7096,234507,10965,
7098,234494,10966,
1259,234579,10967,
1260,234580,10969,
4825,239986,10970,
3796,234572,10971,
837,234601,10972,
838,234607,10973,
839,234616,10976,
9677,236520,10977,
850,233967,10978,
3801,234662,10983,
7104,234671,10984,
1265,234660,10986,
3802,234667,10987,
3804,234715,10989,
857,234693,10995,
858,234792,10996,
1269,234833,10997,
1293,235076,10998,
864,234847,11000,
866,234800,11001,
3813,234879,11003,
1394,236693,11005,
10377,236729,11006,
1277,234910,11008,
3818,234451,11015,
872,233825,11016,
3819,233565,11020,
1284,233305,11021,
11293,234980,11024,
3823,233548,11025,
7135,234711,11026,
6774,241877,11027,
7139,234816,11031,
879,233493,11032,
11030,234169,11034,
11031,234496,11035,
11295,234899,11036,
881,235006,11039,
3827,235008,11040,
1289,235020,11045,
11130,235044,11046,
882,234957,11049,
4205,236126,11050,
5825,240994,11055,
3833,235118,11059,
12502,243892,11063,
11381,234712,11064,
11297,235145,11068,
11302,235140,11069,
11505,235139,11070,
1296,235211,11072,
1310,235195,11073,
9476,231697,11075,
6087,239956,11082,
5638,239030,11085,
6819,241914,11088,
1311,235191,11093,
1312,235219,11095,
9861,235237,11098,
9962,231293,11099,
10205,235262,11101,
9965,234860,11103,
10343,234703,11107,
10210,234857,11109,
9611,233171,11114,
10347,235267,11115,
9615,235407,11116,
9616,235347,11119,
9619,235000,11121,
10211,235520,11127,
9968,235551,11128,
11530,235635,11130,
10364,236062,11131,
9489,235664,11136,
9863,235595,11140,
1325,235708,11142,
3984,239419,11143,
9970,235729,11147,
9972,235730,11159,
1215,235723,11162,
1411,236397,11167,
1564,236570,11176,
1639,237835,11178,
4023,239449,11183,
9625,235757,11185,
9879,235758,11187,
10212,235412,11192,
10014,235791,11195,
9882,235815,11196,
9628,235821,11199,
9630,235824,11200,
9631,235823,11201,
9632,235825,11202,
9885,235860,11207,
9889,235421,11209,
11391,235414,11210,
9661,235964,11211,
1222,236006,11213,
11395,236043,11214,
11397,236001,11218,
10361,235998,11219,
11228,236058,11222,
11404,236065,11228,
11533,236060,11237,
10365,235569,11241,
9893,236087,11244,
1224,236112,11248,
12142,243602,11252,
1225,236142,11254,
1227,234907,11255,
1233,236155,11267,
1239,236134,11269,
1240,236168,11275,
2622,238568,11279,
9501,236192,11290,
9663,236129,11292,
11548,236546,11293,
1350,236223,11294,
1354,236236,11296,
1355,236238,11306,
4822,239858,11307,
12509,243894,11310,
1362,236360,11319,
9502,236361,11321,
9664,236364,11322,
13445,244397,11323,
11324,236731,11325,
7758,242264,11327,
11597,243019,11332,
12140,237354,11334,
12672,243970,11336,
8263,242356,11337,
9974,236367,11349,
1514,236387,11355,
1459,236398,11358,
1461,236400,11364,
1462,236401,11366,
2731,238839,11370,
9507,236402,11374,
1463,236403,11379,
1731,236888,11383,
1727,236825,11386,
1743,236921,11387,
7475,242197,11396,
7512,242291,11398,
7202,241682,11400,
9667,234129,11401,
8186,242666,11404,
8220,242909,11405,
12692,243984,11406,
12687,243979,11407,
12491,243841,11412,
13475,244204,11414,
13441,244394,11415,
13530,244454,11418,
13085,244185,11420,
13606,239350,11423,
1466,236407,11426,
9975,235084,11427,
1406,236417,11431,
1516,236086,11442,
1369,236419,11443,
1409,236423,11451,
1467,236412,11464,
1414,236426,11465,
10214,236441,11471,
9980,236442,11473,
9982,236424,11476,
12717,243997,11478,
9672,236445,11480,
1985,237885,11482,
11305,236447,11486,
10369,236449,11490,
11306,236451,11491,
11717,243171,11497,
1581,236923,11501,
9987,236452,11502,
11237,236454,11505,
9989,236462,11508,
9990,236465,11512,
11405,236464,11513,
11509,236461,11519,
13409,244382,11521,
1530,236868,11530,
9992,236468,11531,
11510,236088,11532,
11406,236469,11534,
11311,236504,11539,
11511,236474,11540,
11410,232919,11542,
7816,242463,11546,
9994,236479,11547,
11518,236480,11548,
10370,236481,11557,
10371,236483,11561,
13455,244407,11566,
10216,233954,11574,
7527,242242,11575,
7391,242279,11578,
11522,236484,11583,
11524,236486,11590,
10373,232025,11594,
11526,236487,11595,
11527,236488,11597,
11528,236490,11600,
11539,236492,11609,
11540,236493,11616,
11541,236494,11619,
11542,236496,11621,
11544,236497,11627,
11545,236498,11630,
12349,240143,11631,
13112,244199,11634,
9997,232012,11635,
7190,241936,11636,
11309,236500,11637,
10223,236501,11640,
11312,236507,11641,
11313,236506,11643,
11315,236508,11644,
1442,236511,11646,
11319,236512,11656,
11321,236515,11662,
1443,236514,11665,
12770,244019,11667,
9675,236518,11671,
9514,236522,11674,
1518,236524,11675,
1520,236525,11678,
1524,236527,11688,
10020,236530,11692,
10021,236532,11695,
10022,236533,11697,
10023,236536,11698,
11323,236539,11700,
5839,241032,11702,
1374,236586,11706,
1376,236589,11707,
9516,236591,11708,
9517,236593,11711,
9518,236594,11722,
9519,236595,11724,
9520,236596,11726,
1567,236599,11728,
9521,236606,11732,
9523,236607,11733,
9525,236609,11739,
9526,236611,11745,
1568,236587,11750,
9680,236614,11754,
9681,236615,11755,
9682,235093,11757,
10003,236618,11758,
1377,236617,11760,
1380,236645,11762,
1381,236646,11764,
1382,236648,11765,
1383,236649,11766,
1385,236652,11770,
1386,236653,11772,
9528,236654,11775,
9529,236656,11779,
11551,237027,11784,
9683,236660,11787,
9686,236663,11793,
10008,236665,11794,
1388,236668,11803,
1621,236671,11804,
1390,236675,11807,
1397,236698,11813,
1398,236697,11818,
1399,236713,11819,
1528,236720,11827,
1449,236719,11830,
9688,236721,11831,
1451,236724,11847,
9689,236725,11851,
10376,236726,11856,
10378,236730,11865,
11919,243295,11871,
11415,236732,11872,
11416,236733,11873,
1454,236711,11875,
1725,236722,11886,
1474,236785,11890,
1475,236786,11899,
1622,236794,11911,
1478,236855,11922,
1732,236891,11926,
11561,236969,11929,
12838,244052,11933,
1576,235829,11935,
1737,236148,11936,
1750,236905,11938,
10029,236906,11940,
7011,242285,11943,
10030,236995,11947,
7883,239219,11951,
8260,242504,11952,
12320,243744,11953,
10031,236996,11957,
1485,237002,11958,
11326,237004,11959,
11622,239851,11961,
13449,244281,11964,
11550,237026,11965,
11552,237028,11968,
1534,237442,11970,
1585,237063,11972,
10036,237131,11975,
11558,236351,11976,
10037,237155,11980,
1627,237234,11986,
1761,236883,11987,
11332,235469,11988,
5452,240423,11993,
10046,237236,11995,
1631,236622,11996,
10048,237105,11997,
1496,236687,11998,
1497,237046,11999,
2610,238520,12004,
3334,239054,12005,
11335,237051,12010,
11337,237060,12011,
11341,237389,12013,
1500,235721,12014,
10053,236578,12015,
2677,238673,12028,
1507,236681,12033,
2071,238211,12047,
11342,236954,12049,
11345,236291,12053,
11563,237328,12057,
11564,237309,12059,
10055,237448,12060,
10056,236287,12061,
1510,237438,12064,
11350,237495,12069,
10057,237510,12070,
1512,237655,12073,
4060,239295,12076,
1873,236778,12077,
1878,235377,12087,
1879,236851,12088,
1635,237715,12092,
1880,237260,12110,
1552,237440,12114,
1881,233923,12115,
1556,237458,12116,
1885,237792,12118,
1887,237503,12121,
1561,237819,12134,
1588,237777,12140,
1890,237457,12142,
1896,237500,12144,
1897,236735,12150,
11352,235417,12163,
1592,234985,12168,
1593,237839,12170,
1594,237869,12179,
1641,237891,12192,
1603,237895,12199,
1609,234738,12202,
1916,237908,12213,
11353,237914,12217,
8014,242774,12220,
1614,237915,12229,
1923,237927,12236,
6490,241126,12249,
1615,237928,12250,
1618,237933,12254,
1619,237934,12259,
1645,235146,12261,
1924,233690,12264,
1925,237941,12266,
1649,237947,12293,
1655,233778,12296,
1661,237963,12302,
1668,237970,12313,
1671,237973,12317,
1673,237975,12318,
1934,237980,12327,
1935,237983,12334,
1990,237985,12335,
1994,237992,12338,
1996,237993,12340,
2110,238000,12341,
2118,238007,12347,
2119,238005,12348,
2120,238008,12349,
1942,233727,12354,
11572,238012,12356,
11574,238014,12359,
1946,238018,12360,
1952,238024,12362,
1953,238026,12364,
1954,238027,12365,
1963,238042,12366,
11577,238048,12367,
11580,238051,12381,
5016,240063,12382,
4744,239607,12384,
3458,239086,12387,
1975,238066,12393,
2682,238688,12395,
1983,231397,12397,
1986,237421,12398,
2001,238078,12399,
2003,238088,12405,
2004,238089,12412,
2010,238095,12414,
7290,241980,12418,
2012,238097,12423,
2013,238098,12428,
8182,242638,12445,
7953,242757,12449,
2014,238099,12450,
2017,238103,12465,
2224,238450,12466,
2285,238106,12470,
2287,238108,12472,
2288,238110,12473,
2020,238119,12503,
2289,238120,12504,
2021,238129,12505,
2025,238135,12511,
8318,242784,12518,
2028,238137,12521,
2031,238141,12522,
2033,238143,12524,
2292,238145,12532,
2293,238146,12535,
2294,238147,12541,
2296,238149,12548,
2297,238150,12550,
2304,238157,12551,
2038,238163,12553,
11604,236983,12556,
5037,240173,12558,
2308,238180,12560,
2309,238182,12568,
2310,238183,12572,
2311,238184,12576,
2066,238198,12577,
2339,238206,12579,
2069,238209,12580,
2070,238210,12581,
2081,238222,12589,
2087,238229,12592,
2094,238237,12598,
2177,238260,12599,
2123,238262,12600,
2180,238264,12615,
2100,234955,12620,
2105,238269,12623,
4799,239964,12624,
2138,238285,12626,
2323,238288,12627,
2141,238293,12629,
2142,238295,12638,
2145,238298,12641,
2146,238299,12650,
2148,238300,12657,
2152,238303,12668,
2153,238304,12675,
5001,239976,12676,
2352,238317,12677,
2354,238321,12685,
2157,238339,12687,
5602,240700,12688,
2164,238349,12690,
2187,238371,12693,
2188,238372,12694,
2193,238383,12697,
2195,238386,12699,
2196,238387,12700,
2203,238396,12703,
2204,238397,12709,
2327,232897,12710,
2331,238402,12714,
2363,238414,12716,
2205,238369,12718,
2334,238422,12720,
2335,238423,12724,
2366,238440,12735,
2217,238444,12739,
2221,238416,12745,
2222,238449,12750,
2225,238452,12751,
2228,238455,12752,
2230,238427,12754,
2587,238465,12757,
2591,238470,12778,
2651,233496,12784,
2652,238471,12786,
3543,239294,12798,
2658,238479,12807,
2593,238482,12818,
2595,238483,12823,
2602,238500,12824,
2604,238501,12825,
2716,238507,12828,
4874,240250,12829,
2779,238523,12832,
4241,239754,12837,
2783,238527,12846,
2612,232214,12849,
2613,238546,12850,
2614,238547,12852,
2619,238561,12855,
2620,238563,12860,
3110,238592,12863,
4696,239748,12865,
4927,240398,12868,
3111,238593,12873,
2639,238596,12875,
2661,238613,12876,
3119,238625,12884,
2667,238657,12885,
7697,242481,12886,
2669,238663,12887,
2670,238664,12889,
2672,238666,12896,
2784,238674,12897,
3236,238675,12898,
3238,238677,12900,
7336,242207,12901,
4888,239822,12906,
3246,238706,12908,
2691,238712,12910,
3250,238713,12911,
3251,238714,12913,
3261,238726,12914,
2692,238729,12915,
2693,235734,12917,
3267,238745,12922,
3471,239121,12923,
3268,231050,12927,
3270,238747,12928,
3271,238748,12929,
3301,238766,12939,
3282,238772,12941,
2824,238978,12944,
3303,238776,12945,
2785,238780,12950,
7912,242498,12951,
2703,238797,12956,
2708,238803,12959,
12392,243788,12961,
2720,238810,12963,
2758,238887,12967,
3290,238815,12968,
3397,239150,12976,
3293,238817,12977,
3362,238819,12982,
3363,238821,12983,
6756,234735,12985,
3364,238822,12986,
7808,242576,12989,
3428,238826,12990,
3430,231596,12993,
3311,239018,12994,
3433,238830,12998,
3434,238831,13009,
2729,238837,13010,
2734,238844,13021,
6514,241204,13029,
2792,235718,13038,
4734,239862,13043,
2745,238869,13045,
2747,238871,13046,
2751,238878,13048,
2752,238880,13049,
2756,238885,13050,
2757,238886,13051,
2764,238893,13059,
2765,238894,13062,
4711,239795,13066,
2768,238897,13076,
3305,238898,13081,
2773,238913,13082,
2774,238914,13093,
2776,238915,13095,
2799,233781,13097,
3437,238923,13107,
3442,238933,13116,
3446,238944,13117,
2803,238946,13120,
2805,238950,13126,
2817,238971,13129,
2830,234824,13132,
2831,238988,13137,
2838,239002,13138,
2840,239003,13142,
11884,243317,13144,
2843,239012,13148,
3372,239026,13151,
4043,239496,13154,
3317,239031,13164,
3322,239039,13169,
3453,239040,13175,
3325,239042,13181,
3335,239055,13183,
3338,239058,13188,
3340,239060,13189,
3376,232678,13191,
3377,239065,13194,
3378,239066,13196,
3343,239070,13197,
3351,239077,13201,
3454,239081,13202,
3356,239089,13204,
3460,239093,13206,
3463,239095,13209,
3385,239109,13211,
3386,239110,13212,
3470,239120,13214,
3475,239122,13218,
3478,239125,13219,
3480,239129,13223,
3482,239132,13226,
3483,239134,13228,
3494,239138,13232,
3495,239139,13238,
3392,239144,13252,
3484,239153,13253,
3496,239154,13254,
3498,239156,13261,
3500,239158,13268,
3504,239166,13270,
3399,239170,13276,
3400,237807,13283,
3405,239183,13287,
3409,239193,13289,
3411,239195,13290,
3412,239196,13291,
3413,239197,13296,
3414,239199,13297,
3416,239200,13298,
3762,239212,13299,
3522,239213,13301,
3528,239220,13302,
3764,239225,13303,
3766,239228,13307,
3767,239229,13308,
3769,239231,13310,
3781,239232,13315,
3529,239226,13320,
3783,239244,13321,
3883,239242,13324,
3885,239255,13325,
3774,239258,13326,
3778,239262,13327,
3784,239263,13330,
3537,239277,13338,
3539,235362,13339,
3896,239298,13346,
3897,239299,13347,
3899,239302,13360,
3903,239305,13366,
3908,239306,13378,
4134,239309,13380,
3923,239312,13385,
3924,239317,13386,
3928,239327,13398,
3566,239329,13399,
4141,236279,13401,
3949,239334,13402,
3950,239335,13403,
3951,239336,13405,
4805,239997,13407,
3953,235597,13408,
3960,239345,13409,
3961,239347,13411,
3965,235553,13412,
4066,239367,13418,
3972,239369,13421,
3589,239373,13424,
4003,237865,13425,
6849,242129,13426,
4013,239377,13427,
4222,237048,13432,
3593,239397,13435,
3594,239401,13438,
3598,239407,13439,
3983,239418,13440,
3985,239420,13442,
4020,239425,13458,
6759,241842,13470,
4021,239426,13480,
4320,239428,13485,
4322,239434,13498,
4069,239437,13504,
4070,239438,13507,
4024,239450,13508,
4227,239455,13509,
4232,239460,13510,
4037,239490,13511,
4041,239495,13512,
4047,239501,13528,
4048,239502,13530,
4051,239506,13531,
4052,239507,13533,
4058,239514,13541,
4071,239516,13544,
4146,239523,13545,
4341,239540,13555,
4342,239541,13557,
4331,239551,13559,
4075,239553,13561,
4819,239855,13564,
4083,239561,13573,
4088,239571,13576,
4090,239573,13578,
4092,239575,13580,
4093,239576,13581,
4094,239582,13590,
4098,239586,13593,
4099,239587,13594,
4101,239588,13601,
4109,239595,13617,
5445,239331,13644,
4668,239601,13646,
4741,239605,13652,
4113,239616,13656,
4673,239629,13699,
4748,239635,13722,
4114,239638,,
4118,236013,,
4122,239649,,
4150,239653,,
4126,239657,,
4127,239658,,
4128,239659,,
4151,239663,,
4678,239664,,
4152,239665,,
4153,239666,,
4157,239669,,
4812,239671,,
4159,239673,,
4801,239969,,
4163,239681,,
4164,239682,,
4165,239683,,
4168,239686,,
4687,239698,,
7430,242343,,
4689,239711,,
4179,239712,,
4182,239715,,
4239,239724,,
4753,239729,,
4754,239733,,
4694,239746,,
4242,239756,,
4814,239757,,
4701,239765,,
4200,239770,,
4243,239771,,
4702,239774,,
4246,239776,,
4247,239777,,
4248,239778,,
4704,239786,,
4707,239790,,
4714,239798,,
4722,239808,,
4884,239818,,
4886,239820,,
4887,239821,,
4889,239823,,
4727,233152,,
4729,239844,,
4731,239849,,
4820,239856,,
4738,239866,,
4756,239876,,
7961,242765,,
4759,239879,,
4762,239884,,
4765,239891,,
4766,239892,,
4769,231112,,
4891,239899,,
4896,239905,,
4898,239907,,
4773,239914,,
4784,239926,,
4899,239927,,
12156,243604,,
4787,239938,,
4792,239945,,
4793,239946,,
4794,239947,,
11659,239731,,
6084,239950,,
6088,239957,,
6089,239958,,
6090,239959,,
6091,239960,,
6093,239973,,
5004,239979,,
5007,239982,,
5009,239984,,
6094,239988,,
4806,239998,,
4807,239999,,
6095,240004,,
5011,240006,,
5012,236521,,
5013,240007,,
5015,240009,,
4827,240011,,
4832,240019,,
4833,240020,,
4834,240021,,
4842,240039,,
4843,240040,,
4846,240045,,
6097,240052,,
4847,240054,,
4854,240059,,
6099,232477,,
6761,241845,,
6100,240062,,
5017,240064,,
6104,240074,,
4855,240075,,
8251,242709,,
5020,240088,,
6109,240089,,
4904,240092,,
6120,240110,,
5022,240113,,
13582,244517,,
6125,240128,,
6126,240129,,
6130,240119,,
5030,240136,,
4856,240147,,
6133,240150,,
5032,240162,,
5035,240167,,
4906,240180,,
4858,240186,,
4861,240203,,
4863,240215,,
6143,240216,,
4873,240231,,
4916,240232,,
4875,240248,,
4877,240265,,
4881,240290,,
4911,240286,,
5407,240307,,
5408,240311,,
4919,240360,,
5412,240338,,
4920,240384,,
4922,240395,,
5041,240369,,
5048,240438,,
5419,240517,,
4932,240547,,
5423,240046,,
4935,240198,,
4937,240188,,
5625,240184,,
5626,240185,,
5628,240196,,
5632,239630,,
12593,243919,,
5433,239835,,
5435,240305,,
5680,239621,,
5443,240579,,
13189,244240,,
11626,243039,,
5446,239431,,
5448,238928,,
4942,240588,,
5682,240600,,
4943,240603,,
5450,239833,,
4945,240585,,
5454,240586,,
5739,240626,,
5456,240630,,
5573,240306,,
5587,240655,,
5859,240660,,
5591,240607,,
5595,240689,,
5863,240690,,
8214,242905,,
5870,240677,,
5872,240693,,
5599,240697,,
5874,240704,,
5742,240709,,
5605,240701,,
8284,242945,,
5607,240707,,
5608,240722,,
5612,240714,,
7025,242319,,
12118,243583,,
5614,240717,,
5615,240718,,
5616,240716,,
5620,240726,,
5621,240728,,
6509,241135,,
5641,240734,,
5642,240735,,
5645,240560,,
5684,233777,,
5800,240764,,
7933,242635,,
5747,236689,,
8158,242848,,
6886,241547,,
7894,242716,,
6153,240776,,
5669,240794,,
5672,240799,,
7717,242528,,
5690,240809,,
6209,240814,,
6211,237355,,
5697,240819,,
5698,237509,,
5699,240820,,
5708,240829,,
5712,240835,,
6214,240839,,
6158,240855,,
12496,243884,,
12497,243849,,
5721,240861,,
5724,240852,,
5726,240862,,
5727,240863,,
6219,240859,,
6221,240869,,
6159,240873,,
6160,240874,,
6175,240751,,
5731,240888,,
6272,240903,,
6229,240907,,
5733,240910,,
5750,240919,,
5753,240920,,
5761,240934,,
5764,240939,,
5767,240942,,
5768,240943,,
5775,240949,,
5778,240952,,
6179,240960,,
6180,240962,,
5780,240944,,
5811,240979,,
5885,240969,,
5813,240981,,
5814,240966,,
7201,241996,,
5888,240972,,
5826,240995,,
5889,240974,,
5829,240999,,
5784,241003,,
5788,241006,,
5830,241012,,
5793,241013,,
6232,241018,,
6235,241039,,
6236,240452,,
5841,241042,,
5857,241066,,
5858,241067,,
5899,241079,,
7865,242603,,
6185,241090,,
6188,237679,,
6191,241095,,
5913,241119,,
5910,241110,,
6484,241120,,
6485,241121,,
6492,241128,,
6498,241100,,
6499,241132,,
6244,241131,,
6247,241104,,
6253,241138,,
5915,238164,,
6197,241114,,
6199,241144,,
7480,242226,,
6206,241151,,
7427,242340,,
6256,241164,,
6257,241165,,
6258,238158,,
6507,241171,,
6261,241173,,
6520,241176,,
6523,241179,,
6275,241180,,
6276,241184,,
7034,242328,,
6513,241202,,
6266,237825,,
6528,241222,,
6529,234406,,
6292,241228,,
6298,241234,,
6547,241241,,
6303,241254,,
6304,241255,,
6306,241258,,
6309,241260,,
6321,241275,,
6328,241281,,
7558,238741,,
6531,241286,,
6335,241293,,
6338,241300,,
6339,241301,,
6333,241306,,
6342,241307,,
6343,241308,,
6344,241312,,
6349,241317,,
6537,241322,,
6350,241323,,
6352,241325,,
11819,243262,,
6363,241335,,
6369,241341,,
6372,241344,,
6538,241349,,
6542,241352,,
6374,241357,,
6375,241358,,
6378,241362,,
7676,242430,,
6607,241375,,
6610,241378,,
6613,241380,,
6666,241382,,
6667,241385,,
6669,241389,,
13348,244342,,
6730,241395,,
6615,241403,,
6616,241404,,
6617,241405,,
6619,241409,,
6392,241423,,
6854,241427,,
6856,241432,,
6623,241438,,
6627,241443,,
6630,241447,,
6635,241455,,
6861,241473,,
6869,241481,,
6670,241486,,
12050,243499,,
6643,241489,,
6644,241490,,
8021,242820,,
6649,241496,,
6875,241501,,
6876,241502,,
6877,241505,,
6879,241509,,
6676,241508,,
6680,241513,,
7730,242377,,
6885,241546,,
6887,241549,,
6652,241557,,
6796,241562,,
6896,241576,,
6655,241569,,
8273,242937,,
6899,241580,,
6661,241578,,
6901,241642,,
6902,241643,,
6906,241654,,
6909,241657,,
6910,241658,,
6690,241680,,
7714,236342,,
7044,241693,,
7048,241702,,
6700,241713,,
6701,237720,,
6702,241714,,
7062,241718,,
7067,241748,,
6713,241753,,
7080,241777,,
6727,241804,,
6750,241834,,
6755,241839,,
6758,241841,,
6765,241851,,
6769,241843,,
7150,241865,,
7153,241868,,
12910,244010,,
6811,241873,,
6771,241793,,
7184,241944,,
7163,241890,,
7166,241894,,
7169,241897,,
6779,241903,,
7831,242578,,
6783,241907,,
6785,241878,,
6816,241912,,
6817,233693,,
7170,241918,,
7173,241921,,
7175,241923,,
7271,241928,,
7272,241929,,
7275,241931,,
6823,241938,,
7176,241881,,
